Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Myanmar,MMR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.82,10.91,11.62,11.68,16.84,51.05,28.71,38.23,60.76,88.36,54.14,96.44,40.35,35.78,45.48,73.66,112.85,141.03,230.65,
Middle East & North Africa (excluding high income),MNA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442.68,8386.1,9560.83,11401.15,13568.98,16112.18,20450.18,25114.08,30557.95,36738.86,42855.72,50671.81,53688.3,56175.49,61092.94,63677.96,72954.39,80558.53,88918.47,
Montenegro,MNE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,64.39,67.19,73.23,108.55,140.31,159.29,194.71,204.37,224.17,243.51,284.38,249.51,
Mongolia,MNG,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,26.94,26.45,37.67,35.14,38.49,49.03,110.19,93.8,100.55,92.48,103.29,129.65,164.43,116.16,104.4,118.87,146.56,140.85,
Northern Mariana Islands,MNP,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.54,31.12,23.46,26.58,31.25,38.87,45.02,41.5,48.7,57.04,47.98,75.34,63.77,69.22,86.77,105.02,108.62,133.25,139.25,
Mauritania,MRT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67,7.27,7.1,4.95,6.39,10.96,7.28,9.21,3.94,7.3,5.23,13.44,12.99,15.51,13.17,14.06,20.54,16.07,20.32,
Mauritius,MUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.71,48.46,65.04,47.07,57.18,70.47,61.03,54.09,67.39,79.93,86.65,62.84,117.36,126.42,122.22,119.52,162.16,168.32,126.94,
Malawi,MWI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.37,74.08,77.31,75.39,80.85,84.11,87.55,130.44,112.58,105.41,127.91,142.97,156.13,138.98,173.25,178.87,192.37,228.59,231.21,
Malaysia,MYS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326.26,1169.43,1476.66,1769.12,2087.59,2475.37,3245.24,3876.96,5993.59,8001.42,11236.54,13853.18,14459.91,15631.66,17378.77,18635.26,20467.76,22257.81,23661.33,
North America,NAC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338700.179439024,339051.496060983,355528.240629923,367508.972597109,395902.707045497,431911.535582939,434756.325054847,444146.535768301,447359.295020191,454814.788843433,465199.838213206,481645.076807507,487696.794425523,489565.348768994,494060.651236082,490615.16785153,487402.058533255,492524.729971515,482867.06854002,
Namibia,NAM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76,45.07,35.39,45.11,32.65,52.08,34.66,40.1,33.2,33.39,38.31,49.59,65.22,86.03,97.47,101.71,110.45,115.28,156.31,
New Caledonia,NCL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.73,28.2,20.82,23.92,22.46,21.18,29.42,29.74,28.05,55,67.24,31.39,30.93,31.32,48.3,57.39,56.85,58.63,55.18,
Nigeria,NGA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.88,1062.31,1237.83,1312.88,1519.82,1734.5,2178.71,2411.91,2475.43,3079.37,3410.64,3646.72,3301.59,3349.42,3745.83,3675.64,4018.76,4432.57,5602.28,
Nicaragua,NIC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.14,10.86,7.73,13.91,17.2,20.36,33.28,23.12,28.04,28.13,30.04,31.32,32.35,28.75,33.78,26.17,38.09,41.43,43.67,
Netherlands,NLD,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18713.17,18656.09,19541.09,19944.32,21463.3,24101.65,24604.57,25669.59,26599.89,28565.69,29159.31,30041.53,31045.38,31504.37,31878.57,31141.82,31014.65,31048.39,30457.33,
Norway,NOR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5056.22,5148.27,5169.95,5283.46,5746.73,6747.22,7140.62,7730.01,7921.48,8796.57,9050.18,9687.88,10281.23,10378.26,10683.94,10529.7,11179.02,11670.76,11802.78,
Nepal,NPL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.86,114.02,123.98,234.04,223.35,297.9,366,391.72,354.06,391.43,388.88,398.92,413.18,481.65,520.72,538.47,632.76,674.78,792.11,
Nauru,NRU,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33,0,0,0.23,0.5,0.27,0,0,0.67,0,0.74,0.5,0.34,0.37,0.33,0.47,0,0,
New Zealand,NZL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4279.85,4378.53,4350,4445.92,4872.76,5342.03,5674.17,6064.43,6393.61,6650.94,6905.05,7637.86,7726.31,7714.41,7935.41,7722.99,7907.93,7970.15,7888.75,
OECD members,OED,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880616.23,891589.87,927416.67,961854.6,1028995.84,1127539.87,1164515.85,1206494.23,1234058.28,1271259.23,1303216.01,1355300.69,1392298.56,1414769.49,1441385.37,1433995.18,1439574.6,1445416.25,1422262.79,
Oman,OMN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.64,240.05,244.02,297.14,308.58,322.34,349.29,410.46,408.43,462.75,513.85,602.68,606.94,678.74,698.11,754.13,793.78,785.83,856.43,
Other small states,OSS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.28907150788,1450.17637033934,1598.57922674311,1706.15670617305,1942.48357302306,2251.05384913109,2584.57475337633,2880.93321489429,3200.77455087766,3528.77,4111.78,4239.09905074765,4769.34662744096,5299.55637505619,5885.34020373115,5823.97361269239,6485.04006242483,6740.19062288331,6978.41384848077,
Pakistan,PAK,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.38,1224.8,1365.82,1461.93,1722.07,2334.65,2808.75,3384.71,4093.14,4924.35,5691.09,6359.46,6842.22,7591.18,7810.86,8451.51,9799.81,11487.23,12904.31,
Panama,PAN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.25,59.24,51.09,63.62,67.4,79.02,84.57,100.51,118.48,117.94,121.9,129.77,156.26,159.41,172.08,165.04,154.45,176.81,172.88,
Peru,PER,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.8,198.21,192.97,263.83,260.11,287.76,433.51,399.52,400.26,492.22,545.12,596.85,637.19,666.7,744.18,902.11,1064.63,1378.89,1629.88,
Philippines,PHL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.78,299.89,402.99,373.34,376.1,446.63,423.32,500.28,542.52,578.44,662.71,875.81,827.64,933.73,1047.44,1401.65,1684.31,1855.39,2237.34,
Palau,PLW,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,3.09,1.83,1.83,2.38,10.98,4.29,5.47,3.71,2.73,5.17,1.85,2.25,4.45,4.71,5.61,3.3,5.96,6.51,
Papua New Guinea,PNG,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.74,75.77,52.9,53.85,42.84,36.11,47.37,60.65,59,42.02,50.45,42.6,63.06,53.72,63.6,56.24,56.56,57.68,64.12,
Poland,POL,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13012.68,14375.37,15629.77,16673.97,18847.75,20290.56,21897.69,22172.08,23942.43,23849.79,24753.55,25734.96,27969.55,30026.08,31773.31,33116.44,34838.68,34675.67,35662.64,
Pre-demographic dividend,PRE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675.53403145338,2840.51881418994,3130.73947038906,3375.13849761198,3698.30623907369,4154.72331400323,4973.14150913045,5585.47223828529,5783.22494917628,6780.88088122759,7555.92414991789,8269.9,8200.99,8624.63,9528.88,9800.75,10882.56,12823.98,18167.72,
Puerto Rico,PRI,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.3,415.45,437.09,545.96,509.31,566.69,695.26,677.4,699.84,666.44,715.21,635.55,638.95,579.81,620.74,594.95,607.6,576.23,515.42,
"Korea, Dem. People’s Rep.",PRK,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,1.13,1.48,1.33,2.93,6.78,8.74,10.51,10.53,7.28,8.25,7.52,18.18,9.23,17.55,38.53,42.31,58.71,87.42,
Portugal,PRT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3343.65,3828.88,4077.07,4630.46,5213.1,5916.67,7174.7,7654.28,8699.13,9536.74,10586.89,11925.05,12967.22,13974.07,14569.91,14691.23,14348.02,14391.44,14294.56,
Paraguay,PRY,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.35,17.91,12.65,15.83,25.27,26.06,27.82,29.48,32.04,34.48,35.98,49.15,56.16,59.66,61.12,93.13,98.98,135.43,97.98,
West Bank and Gaza,PSE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.18,54.88,90.86,87.74,98.95,101.18,113.74,150,149.84,180.72,193.31,214.62,211.13,228.3,244.28,219.24,241.05,324.96,375.95,
Pacific island small states,PSS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.1005059013689,61.1205696213254,57.483068065459,70.2090517696059,86.2525024763539,103.99245089008,126.890896037735,115.792161741835,86.8340102199511,91.02,112.05466302909,97.5071577244466,89.4534395951799,112.483807345486,157.155976315071,155.420268151288,210.278564459187,186.700009344448,189.453491539551,
Post-demographic dividend,PST,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860519.899961909,869197.733654752,899950.193648662,930643.830054985,992783.81517434,1087497.61620837,1117872.61226009,1157278.84678732,1180546.38039826,1214789.42261308,1243316.56644905,1292551.74812717,1325087.81865471,1342929.98661722,1363110.69682827,1352040.17015405,1351563.49868551,1359236.88009237,1336298.34969713,
French Polynesia,PYF,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.06,75.56,91.68,106.6,133.67,166.39,182.78,241.07,283.57,327.66,409.1,468.42,612.79,810.28,1123.97,1175.59,1389.03,1385.2,1502.58,
Romania,ROU,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405.9,2425.92,2485.5,2712.26,2889.46,3547.17,3711.52,5250,7180.52,9040.43,10370,10055.14,10287.1,10122.54,10073.39,10917.79,10511.4,11039.56,10345.01,
Russian Federation,RUS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32224.01,34401.47,34168.43,32967.31,32771.58,33184.3,29296.26,30268.45,31798.41,32520.93,33827.39,35924.38,35999.98,38412.1,44366.22,52176.06,62661.74,70825.09,81579.36,
Rwanda,RWA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,4.14,3.73,7.16,9.13,7.28,19.01,20.71,30,35.7,46.1,48.57,55.14,88.83,93.92,108.91,127.71,127.1,169.52,
South Asia,SAS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23565.15,24946.69,27033.76,29847.95,32110.33,37100.92,42816.62,48863.35,55091.97,61863.1,70548.65,83008.02,90409.7,97142.87,107871.28,113844.2,126457.7,138108.56,154138.63,
Saudi Arabia,SAU,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.32,1566.25,1630.65,1750.05,1746.13,1767.14,1941.39,2068.13,2269.92,2903.56,3642.12,4878.75,5884.78,7257.8,8286.6,8949.36,9458.63,10041.39,10897.88,
Sudan,SDN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.66,64.18,71.02,86.57,103.9,102.94,110.97,140.16,171.18,222.57,255.95,294.8,266.98,342.67,236.6,259.18,376.74,324.18,397.77,
Senegal,SEN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.79,147.97,163.14,200.71,172.33,201.37,168.54,206.94,211.44,184.43,198.1,277.06,273.89,296.77,323.64,368.77,367.86,368.29,388.32,
Singapore,SGP,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4795.54,4903.43,5491.09,6104.85,7478.76,7982.14,8194.44,8281.13,8749.9,8985.24,9917.7,10212.4,10837.09,11057.36,11334.78,11416.75,11880.88,11840.57,11458.63,
Solomon Islands,SLB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31,2.44,1.04,3.86,2.64,2.56,6.59,4.57,2.86,3.78,9.27,7.3,4.99,4.51,8.02,13.7,14.96,10.5,13.2,
Sierra Leone,SLE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,4.58,2.46,2.81,5.42,4.01,5.46,4.97,7.87,10.38,11.48,10.95,14.65,15.85,21.79,33.39,46.16,42.8,40.72,
El Salvador,SLV,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,8.39,12.78,6.68,18.14,14.77,19.24,14.59,20.19,15.24,19.74,17.51,19.17,16.39,19.94,23.71,28.8,31.65,45.44,
San Marino,SMR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.09,0,0.17,0.58,1.33,0.67,2.92,3.76,1.21,1.3,2.33,3.66,7.03,5.15,7,8.56,11.61,10.81,
Somalia,SOM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0,1.71,1.83,1.14,0,1.03,0,0.58,2.75,3.24,2.89,1.43,6.31,3.82,4.45,3.34,12.23,9.74,
Serbia,SRB,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2875.14,3024.86,3620.34,3988.03,4759.4,5879.6,5242.49,5052.69,4872.66,4982.05,4916.94,4523.42,
Sub-Saharan Africa (excluding high income),SSA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7218.91706776802,7589.26197553026,8209.15888006152,8323.07465905559,9231.83143821859,10033.7829737274,11444.1233977419,12357.5464597341,12923.5846713293,14746.0514610715,15947.6315636683,17316.8914672767,18195.4243148759,19511.8107682168,21408.1717460797,22420.7343977884,24702.6482699772,26989.6627096248,29342.6444884069,
South Sudan,SSD,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.62,3.42,9.8,5.51,5.51,2.01,6.4,9.08,
Sub-Saharan Africa,SSF,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7279.3559515734,7641.07992695448,8280.79716394994,8380.25550599645,9294.61068085831,10109.861557779,11514.5207496897,12424.5277720676,13002.3024266896,14833.2847300376,16046.9729413349,17389.4265567776,18322.786262994,19655.1436044702,21540.0320487345,22559.3647737398,24876.9410676797,27169.6946165452,29479.1100079949,
Small states,SST,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.14288812395,1849.96805852898,1981.97216372869,2111.91460647563,2414.75488358682,2764.51677639643,3090.11868149392,3455.06710238446,3773.14562179596,4143.71,4733.83923647193,4872.59503737084,5420.38127319417,5947.34847658464,6681.86971961508,6450.61951034104,7257.65963469147,7523.46605456801,7736.44529909575,
Sao Tome and Principe,STP,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,0.83,0.78,1.77,0.58,0.25,0.97,1.31,0,1.78,2.23,0,0.52,1.16,1.24,1.42,0.87,0.88,0.73,
Suriname,SUR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,4.27,3.47,3.4,4.58,4.82,5.22,5.83,5.1,5.53,4.66,4.21,9.51,15.87,7.17,13.21,21.64,15.91,17.38,
Slovak Republic,SVK,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103.78,2090.61,2094.84,2134.17,2275.89,2509.56,2591.54,2803.45,3282.6,3112.35,3567.05,3847.77,4225.7,4466.05,5007.44,5062.13,5492.66,5787.12,5321.6,
Slovenia,SVN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.59,1632.95,1773.32,2095.96,1871.99,2300.1,2332.91,2688.84,2985.24,3143.24,3172.78,3613.96,3534.43,3535.77,3501.8,3557.71,3357.55,3448.68,3206.15,
Sweden,SWE,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14548.78,14738.29,14571.2,14795.43,15321.32,16487.74,16683.43,16771.1,16682.9,17465.57,17760.44,18368.45,19365.66,20069.72,21116.43,20858.16,20860.65,20768.71,20420.56,
Eswatini,SWZ,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75,5.14,12.32,7.27,11.85,14.82,12.22,7.75,11.69,15.68,25.07,22.06,18.41,21.04,14.25,20.08,21.26,33.12,34.05,
Sint Maarten (Dutch part),SXM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16,2.9,5.92,9.6,5.04,4.91,8.76,12.34,10.65,6.56,11.83,9.7,10,16.91,9.64,19.11,12.13,11.71,9.53,
Syrian Arab Republic,SYR,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.34,93.8,84.33,104.17,133.72,144.25,131.93,153.03,200.38,160.56,232.13,269.25,301.62,256.62,245.73,266.69,275.54,263.85,274.65,
Turks and Caicos Islands,TCA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04,3.51,4.78,4.89,11.68,9.24,10.91,4.52,6.54,9.25,4.17,7.78,5.86,5.55,7.66,12.36,12.07,16.35,15.45,
East Asia & Pacific (IDA & IBRD countries),TEA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57169.6738686108,74463.62281797,78844.7430272564,92268.0170855624,126610.470359858,173113.869748516,199445.977225554,226084.055246953,263082.197204924,303367.97,334231.977124986,352420.307958034,356093.241584462,388809.842010312,423135.699505842,444220.441112319,481375.833455506,527371.024610408,598781.99430049,
Europe & Central Asia (IDA & IBRD countries),TEC,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68279.4770236506,75182.9939378321,78350.7811010893,81123.3750523694,86481.2260834365,92278.4145234694,90913.1528405753,97554.2805268501,103780.12,110924.38,116539.68,122187.56,127441.88,134163.08,142386.47,154082.11,169774.35,178816.3,191667.3,
Togo,TGO,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.61,26.48,20.14,26.08,23.1,24.98,29.92,30.98,44.31,42.37,49.47,50.1,47.55,62.72,83.72,83.17,77.05,72.26,86.06,
Thailand,THA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.32,1790.96,2145.65,2322.32,2732.72,3582.79,4347.22,4880.91,5578.65,6010.63,6876.96,7332.78,7660.64,7720.57,8358.95,8706.83,9740.11,11151.54,12513.75,
Tajikistan,TJK,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.22,32.09,37.12,33.22,38.65,30.78,27.66,32.13,32.04,23.55,41.1,41.11,47.19,63.09,39.9,57.76,50.42,60.76,62.4,
Turkmenistan,TKM,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.23,5.27,5.11,3.95,4.5,3.18,3.84,4.87,1.58,3.01,5.88,12.23,13.33,6.85,18.89,6.2,2.98,7.93,3.69,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26330.6336327649,28250.9361381845,31946.5517085879,34158.4807487392,37436.8945045841,41986.891959881,50930.4476456129,54498.9099643011,62020.3035126495,66793.69,71353.27,75768.88,81932.72,85435.61,91048.65,92060.2899999999,97346.5599999999,102555.75,106588.64,
Timor-Leste,TLS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1.67,0,2.03,3.54,3.29,1.28,1.63,1.1,3.06,6,6.29,12.59,8.33,8.71,14.95,13.92,
Middle East & North Africa (IDA & IBRD countries),TMN,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7375.5,8331.22,9469.97,11313.41,13470.03,16011,20336.44,24964.08,30408.11,36558.14,42662.41,50457.19,53477.17,55947.19,60848.66,63458.72,72713.34,80233.57,88542.52,
Tonga,TON,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,0.75,1.83,1.59,3.13,0.68,4.66,1.76,0.46,2.39,1.39,1.95,1.83,1.63,0.88,2.83,2.34,4.72,4.82,
South Asia (IDA & IBRD),TSA,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23565.15,24946.69,27033.76,29847.95,32110.33,37100.92,42816.62,48863.35,55091.97,61863.1,70548.65,83008.02,90409.7,97142.87,107871.28,113844.2,126457.7,138108.56,154138.63,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7279.3559515734,7641.07992695448,8280.79716394994,8380.25550599644,9294.61068085831,10109.861557779,11514.5207496897,12424.5277720676,13002.3024266896,14833.2847300376,16046.9729413349,17389.4265567776,18322.786262994,19655.1436044702,21540.0320487345,22559.3647737398,24876.9410676797,27169.6946165452,29479.1100079949,
Trinidad and Tobago,TTO,Scientific and technical journal articles,IP.JRN.ARTC.SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.93,109.84,112.99,120.05,132.38,176.05,135,168.21,162.16,211.21,215.56,224.75,206.5,166.43,255.47,151.05,208.8,212.07,211.21,
