Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Belgium,BEL,GDP per capita (current LCU),NY.GDP.PCAP.CN,1578.69957040425,1673.52629784054,1783.00296922818,1902.61220934426,2109.38335419929,2275.16027687787,2426.41414042077,2586.31776524996,2754.5451341109,3046.71282533585,3428.32190070187,3749.14868581752,4180.69354548885,4735.30967837302,5536.55551404417,6109.64569877662,6931.59632589469,7487.34236331983,8033.22215259381,8583.95561829344,9325.11543990907,9777.22738513976,10582.8571321316,11212.6019225774,12114.1917930647,12880.3298192753,13477.1030569095,14008.2312739495,14940.4820139322,16141.6803510914,17065.3508610438,17811.7657318927,18627.9774494338,19110.7035219979,20078.575384977,20764.8243614289,21098.233598385,22011.2078630855,22799.5312754827,23694.276559566,25009.2817949031,25697.0885338845,26445.5226737032,27100.6742107103,28482.4678919392,29587.6450107872,30826.0139071468,32338.4718183273,32842.5757936084,32091.2355521372,33329.1022621454,34060.4102239265,34768.8002411467,35206.1717974799,35953.3634274498,36960.6311616367,37967.9708336694,39204.4312703173,40214.3544609136,41194.9524797643
Benin,BEN,GDP per capita (current LCU),NY.GDP.PCAP.CN,22808.6633942282,23440.0362225538,23145.1241282099,24467.1205914288,25566.0812114626,26989.2415767472,27747.123977363,27540.1948300502,28939.0919511819,30161.953139991,31663.7983889244,30996.9057358599,33978.2118152812,36105.2361277269,41886.0235513953,44427.1584131277,49858.4922858783,53669.8030458674,59478.6207646105,69734.7518575243,79872.9636160891,91839.3218237713,106066.785539884,103318.135055665,110493.14680288,109804.818580152,105051.513086825,103535.781585324,103274.704698544,99427.9658615241,107186.89843278,108823.756777116,111485.058412698,116642.045810369,155272.157634813,183380.803456676,198192.242436693,210763.177810759,223852.699711681,339631.560040083,364104.841412355,379431.158417309,398836.718071704,412472.350777303,421208.169699009,433820.269411098,447224.785706819,462457.448692121,501939.709467293,512035.943487479,512871.091030267,532639.630983751,584658.855442887,617972.374274683,637643.020083326,636615.408239372,644332.857772124,659970.251809806,689214.383108708,714527.549621772
Burkina Faso,BFA,GDP per capita (current LCU),NY.GDP.PCAP.CN,16777.4130679305,17550.3664052891,18748.6057771203,19202.4350906685,19718.0086646309,20027.6303559316,20279.6799992695,20753.4145021756,20976.9034683397,22491.8373408652,22526.8246453081,23209.1893061112,25033.0859529837,25360.4520407528,29933.7906812222,32731.627764522,37192.390322212,43432.0670549084,50985.0443566113,55749.2280926954,59725.7008112307,69082.4859559409,80539.6388086203,83070.3877246743,84701.0832077896,90254.4108514764,88918.3059010977,87495.7814628935,93244.9207514565,97250.7467694846,95831.5447426488,97724.8409296532,95566.1165568279,94843.3680545232,107193.483316199,117715.263950664,127560.857073031,133948.087383431,150861.406504531,184901.467857741,181613.598250232,195621.700398683,204413.219733021,217245.482357789,220626.02979962,241449.337956613,247342.277790087,256098.982298721,286958.443136274,293545.460329231,320545.484160842,353989.204460838,387002.033516369,388931.205085289,391473.884632319,386254.554232919,407517.196642694,428683.836825423,455555.44235929,453987.097745045
Bangladesh,BGD,GDP per capita (current LCU),NY.GDP.PCAP.CN,427.369175138728,468.45733338333,480.586174889079,489.12680886005,481.061363950492,511.903931872522,540.793743913982,589.779050123937,589.668472216974,648.707456066563,672.013054080644,641.046855951232,566.290070776737,930.294363203387,1449.97123529578,2463.71700855166,2096.77795633895,2032.34407539932,2661.6333204471,3055.71428746478,3525.60013222586,4046.59478767332,4423.2049546415,4856.96403383719,5349.91644830721,6381.80150864135,7009.74141378011,7873.20835641979,8445.82775508001,9175.1173341942,10076.2408226515,10465.8268339662,11070.4164417253,11361.0074700156,12011.2748937727,13242.8482026515,16143.9447325817,17143.9940977641,18497.2850517002,19690.8369047215,21033.0497957454,22395.2576604231,23723.1990202515,25841.387167122,27980.4353178569,30716.9093247081,34227.4319953652,38539.0614700188,43566.4619442348,48317.4768439116,54042.7834091352,61352.2892145196,69877.4493778325,78481.7016120926,86957.866153484,97007.4507599298,109695.162727501,123743.224276746,139472.889514845,155936.367002226
Bulgaria,BGR,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,2.91044384522546,3.12874074202375,3.25350601634524,3.33506418197043,3.53443081712893,3.63764622851708,3.84272637796264,4.0719917684712,4.26936820641131,4.45863747232728,5.2063656068295,15.7199062551442,23.5124290353206,35.2796219875257,62.2483964464882,151.756820401265,261.531448818856,2289.72585402333,3204.64112791587,3050.06440436196,3442.38517867188,3868.91479761503,4347.07313018069,4712.07358867351,5339.12757261373,6138.8446125668,7052.79316386665,8409.81411303244,9715.01493281136,9825.75163783241,10060.9447591737,10979.6293796357,11252.4339272652,11275.7188289518,11608.2354250549,12445.3783795494,13340.9573078565,14458.5512016978,15614.8366193658,17011.5895599061
Bahrain,BHR,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,3217.94558307029,3485.24537581525,3551.7554087317,3542.40340619593,3606.11455583523,3273.74424215837,2647.64233643997,2840.71777464469,2992.48921964411,3019.62015186442,3206.89773375732,3404.93565599498,3415.11720826021,3646.51908767088,3809.06996759361,3901.74136105035,3964.80854240615,4012.7344179409,3788.65895388626,3910.98122508998,5127.28498324584,4838.46920270377,4906.72601088763,5347.48583551216,5958.30059625665,6752.68004552591,7259.66123340755,7887.18036834926,8673.01669326716,7277.82015668193,7791.52362071467,8465.35346762628,8894.03612312232,9303.85565641518,9396.01444529686,8531.04309433021,8504.78786862871,8914.74585596162,9020.63731052943,8837.49539962905
"Bahamas, The",BHS,GDP per capita (current LCU),NY.GDP.PCAP.CN,1581.24417988935,1684.31476446521,1787.91157063696,1904.36551252955,2034.26844864594,2187.64949057183,2369.14374718203,2607.78403878915,2860.42055367858,3279.39708281589,3185.20224115435,3297.50588018794,3322.16387617645,3696.07254416942,3416.1624891962,3156.23411824496,3328.51240740453,3617.43471621149,4131.46844816804,5533.43997592046,6340.72681168711,6624.838616795,7168.09577444319,7698.45924188303,8877.31979836728,9893.08417669176,10344.4524866432,11156.2820886994,11387.709081798,12163.6813608069,12356.4238963715,11919.7878992215,11686.6958113589,11406.6898096057,11814.5631983063,12238.3862033521,12708.730958032,22036.4841069328,23514.4203140432,26130.1018152634,27097.6108115725,27486.2367737544,28866.8010141065,28327.2708691945,28395.9246646221,30278.3669222647,30713.7052801382,31472.09897181,30627.2386311725,28552.1904783698,28443.4076553352,28006.3797183913,29485.6209294138,28768.0298936727,29445.030528852,31405.9635601781,31588.8349989813,31827.2426989661,32217.871590084,32933.4860147581
Bosnia and Herzegovina,BIH,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.801116924475,698.602969404944,1113.70023310333,1704.27668646465,1939.87741331326,2298.2079707129,3116.08946101169,3345.74886193946,3676.39724242277,3855.48458297904,4433.62483442671,4687.59293671659,5326.68166984648,5992.33094839834,6797.4128665725,6637.82964278315,6845.26910471864,7164.71132901323,7274.0398538463,7559.05724742104,7856.94798317339,8336.55395276263,8831.09926063125,9361.77360349476,10061.6039030918,10610.6016358679
Belarus,BLR,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.24968102856021E-05,8.82872277810477E-05,0.000900548159749413,0.00962008008594589,0.17398063948372,1.1909260349225,1.88817913385827,3.62587723633488,6.97349289899692,30.1799448634242,91.5246186975243,172.967872747569,264.945241764573,373.234018754589,513.782629777601,673.299589245146,825.274619559718,1016.27212266392,1362.20617475783,1494.63355831347,1796.15730666915,3243.31702200699,5786.01076972411,7085.23888186316,8504.84737418111,9474.54670452419,9993.01796951945,11133.4239604206,12898.1613221027,13938.2810935331
Belize,BLZ,GDP per capita (current LCU),NY.GDP.PCAP.CN,435.60457942301,452.01419173627,467.333442865358,481.354578491274,501.668784988697,539.95985638764,580.720092915215,609.626237887339,646.211905808153,662.41269149177,727.603083923982,778.088514580145,831.301612268974,987.671508345322,1344.17814739504,1603.63199759868,1598.99960783443,1717.65616217361,1961.64501852985,2148.54392979725,2746.18601407212,2657.65629828479,2405.36405261662,2465.67475652118,2673.97517907264,2578.73457794587,2732.09945904376,3224.90315036599,3575.90276685714,4023.93745760586,4394.37004662362,4653.64310828345,5333.76319960478,5665.95065326735,5760.25089250298,5992.76585669902,6003.66744046727,5905.89719288744,5984.88950852139,6131.95934523909,6728.66587145947,6808.90603497959,7051.27716500621,7300.7330425907,7604.59161531117,7766.38477801269,8307.7894751295,8504.97450045983,8808.66167138709,8372.97993039996,8541.72868909398,8846.9795934435,9011.2426035503,9137.00591527704,9411.20537912533,9551.91129655643,9636.80781758958,9775.1544166762,9769.46832310459,9630.3274215902
Bermuda,BMU,GDP per capita (current LCU),NY.GDP.PCAP.CN,1630.63063063063,1681.31868131868,1731.75965665236,1731.65618448637,1885.48057259714,1956.0878243513,2254.90196078431,2592.30769230769,2830.18867924528,3053.7037037037,3387.27272727273,3866.30036630037,4343.17343173432,5009.2936802974,5853.93258426966,6509.43396226415,7261.27819548872,8370.78651685393,8876.86567164179,9613.38289962825,11218.2178159868,13425.9769663942,14166.1712925391,15902.0203826211,17469.8255675877,18269.5355197019,20450.6645289464,22411.7956749468,24253.1755188784,25517.9217212488,26841.5197383946,27700.3095169516,28669.6822595785,30900.6948905109,31476.0631153068,33989.7223579821,44826.7890701658,48478.8832504091,51371.7408069836,54245.459737293,56284.1686478094,58883.9594265967,62583.1002034588,66111.7252270036,70359.3191088798,75882.0338560339,83912.6977976846,90849.5869806436,93605.7481653976,88463.3128161375,88207.3275597322,85973.158416455,85458.455507886,85748.0654143782,,,,,,
Bolivia,BOL,GDP per capita (current LCU),NY.GDP.PCAP.CN,0.00122478947649069,0.00130652910567117,0.00140073994409662,0.00147865844227355,0.00163299565890478,0.00177772407741567,0.00192843352738145,0.00213345004462211,0.00237160202042249,0.00251614969860427,0.00269446682027938,0.00284084212548071,0.00357082600979414,0.00528048612566479,0.00859024592353729,0.00962086959720831,0.0106908126323958,0.0123523120155647,0.0140697583265216,0.0165146613615689,0.019892704843336,0.0252760353695988,0.0615718537513684,0.211704066032791,3.19567342784413,382.906920669444,1205.83487739197,1378.95872171721,1642.09539000582,1888.66073560711,2249.59816992146,2728.69660539691,3074.18683632829,3344.65618739616,3701.23318002789,4229.02697308883,4825.21643748698,5246.49906808956,5782.8464987419,5832.11700136586,6168.55114071025,6269.09717507737,6483.30491761577,6951.00823360177,7677.34188815375,8342.8578948748,9765.13461947416,10776.7787187845,12415.1967390886,12314.5616478504,13720.8871095348,16276.5409498564,18034.2764603559,20095.6625906722,21295.7827461536,20978.568004909,21259.713339956,23156.2671147144,24520.7579540536,24544.7951463984
Brazil,BRA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1.42780652704699E-11,2.00807634441488E-11,3.66958381964748E-11,6.10404788047203E-11,1.18979917873124E-10,1.80476942741899E-10,2.54934555382393E-10,3.36499418293559E-10,4.62599316878024E-10,5.98188949517877E-10,7.42903763213259E-10,9.70108380011596E-10,1.26431791792665E-09,1.72617701415058E-09,2.47800038446626E-09,3.4081974231414E-09,5.39447068573182E-09,8.05555569154698E-09,1.14556877787699E-08,1.86911743533767E-08,3.73084533077363E-08,7.21914883538343E-08,1.45286988667691E-07,3.29390871757586E-07,1.06053171686912E-06,3.71642514539075E-06,9.64144484758377E-06,2.97754429911394E-05,0.000219162058528233,0.00290849615806386,0.0775070117107467,0.397539008935633,4.15507180179254,89.8769338000189,2237.94092549988,4357.4373908992,5192.51117980432,5694.00551608932,5903.64015248674,6312.20299308824,6860.17357080488,7425.42194421553,8292.34610793332,9449.19157961856,10639.5774885777,11661.8400464762,12804.8242437971,14307.3507581319,16194.33019191,17190.6719538216,19854.7587141795,22157.2605892385,24159.8942664163,26520.7304786747,28500.9200486468,29323.2998830269,30409.5605721952,31675.8776389971,32888.7096976625,34384.9412739977
Barbados,BRB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,2616.89202147751,3300.53949966281,3528.0249451699,3991.21866174976,4444.45110570217,5364.21179943585,8066.75277542255,8847.28659523565,9213.5609763777,9757.13141906212,10602.8642214977,11062.8533967057,12107.7994764826,13285.8432906104,14078.4702888674,15521.7978357959,15509.5502345403,15517.0768026575,14888.5828838356,15727.2031348295,16334.8974869098,16765.9942471471,17801.9764163131,18736.926100072,21036.9204265304,21952.2205501181,22536.5081118907,22418.3486238532,22722.867331078,23398.9115259415,25025.0650237573,27645.1833542629,30398.9159461865,33541.4424111948,34185.1642816829,31771.1594285389,32112.7419532061,32916.706421143,32499.1187874515,32902.3271519824,32978.1444746774,33050.1465001192,33800.333104732,34782.8517326793,35490.3869299926,36296.4898528003
Brunei Darussalam,BRN,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,3409.64585001856,3788.42962880101,3784.86055776892,4175.64335272863,3992.71844660194,4232.25686911811,4443.83840319597,5376.63178944107,7169.79099332041,16870.8728848535,17140.8065534011,20906.6422485299,24192.6806094532,24365.7735713694,32499.8400886975,54433.9510725762,46117.6576459472,44284.5704025429,38306.5504819027,36981.7806806463,34539.2494508775,22240.2182621311,24418.3648127023,22155.1202107985,23155.191721878,24663.6337985707,24022.3883400323,24882.0703050838,23551.4642450148,21568.1939099131,22583.9240156977,23678.5261734215,24737.3043807179,21244.3285789487,23901.7810612795,31053.6469917308,29513.1486851315,30171.8806051064,32336.2922560028,37018.9092264761,43449.6264180503,49223.930017312,49227.2612110464,53760.5983854346,40664.3813850265,48090.0356622736,59191.5425413017,59656.5474210214,55978.7943751685,52867.8352925673,42848.156333829,37513.1014768938,39455.2774852582,42663.4527067666,42408.5458223728
Bhutan,BTN,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,2620.54660522273,3032.09339146782,3284.69834519996,3802.48827934937,4259.03104483959,4588.59899281877,5304.76360582588,6638.00312353332,7754.58884484044,8576.88015029329,9889.29096238913,10635.4322225381,12161.637443968,13466.9702739037,15971.2220599101,18383.1951666604,20704.5535722531,24085.4707826046,27558.116117418,31223.871350676,32275.3611123801,36073.7635014247,41100.2547003497,44814.4737743275,48420.8749011842,54174.2844194661,60302.044690528,72656.8633850522,79533.9980018255,88059.5704406308,103257.230675869,119628.510395241,135674.159864193,144895.618510978,161863.330255224,176588.63899895,196920.059209267,214027.003170737,221802.95508713,
Botswana,BWA,GDP per capita (current LCU),NY.GDP.PCAP.CN,43.149310286527,45.8669553429494,48.5402212387691,50.8631005161616,54.4828819817731,58.5720561291728,64.5145498667748,71.9912274093807,79.5715532534714,90.8719123180108,109.842842691349,140.481815495392,190.528442853459,245.611034450771,290.956357245996,354.283710233289,420.141328529739,474.998407303171,587.350609693838,772.41857642401,918.342117104073,965.705367967601,1085.34337271193,1290.84557236505,1561.94404128601,1982.9709176108,2355.5663971959,2856.94246977676,4029.6083468673,4992.87254797972,5480.72050956048,6009.6643198258,6415.51416372216,7204.79805018905,7973.59104471992,8926.24018666271,10709.4960557708,11897.8853238554,12846.6123120348,15749.8397778253,17970.1144137467,19147.5017884035,20189.5764623892,21437.7441625279,23809.6048375358,28210.0453676828,32194.9144510509,35805.9871210194,39005.7319776847,37605.5489178899,43715.5636466115,52088.7924592711,53869.9059744032,60681.7599789773,69839.7882040434,68875.9362404018,78966.6902938225,81674.2022685304,84451.9339202866,85631.356901537
